enterprise_nbr, naics_id_primary, naics_name_primary, naics_id_list, naics_name_list
461782,334111,Electronic Computer Manufacturing,|334112|334111|334119|334418|,|Computer Storage Device Manufacturing|Electronic Computer Manufacturing|Other Computer Peripheral Equipment Manufacturing|Printed Circuit Assembly (Electronic Assembly) Manufacturing|
443169,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",|524126|524128|525190|,"|Direct Property and Casualty Insurance Carriers|Other Direct Insurance (except Life, Health, and Medical) Carriers|Other Insurance Funds|"
91982,332211,Cutlery and Flatware (except Precious) Manufacturing,|331524|332211|339912|,|Aluminum Foundries (except Die-Casting)|Cutlery and Flatware (except Precious) Manufacturing|Silverware and Hollowware Manufacturing|
96766,333111,Farm Machinery and Equipment Manufacturing,|333922|333111|332212|332323|,|Conveyor and Conveying Equipment Manufacturing|Farm Machinery and Equipment Manufacturing|Hand and Edge Tool Manufacturing|Ornamental and Architectural Metal Work Manufacturing|
126403,444220,Nursery and Garden Centers,|444220|,|Nursery and Garden Centers|
140122,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,|334310|334290|334119|334418|334220|334210|,|Audio and Video Equipment Manufacturing|Other Communications Equipment Manufacturing|Other Computer Peripheral Equipment Manufacturing|Printed Circuit Assembly (Electronic Assembly) Manufacturing|Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing|Telephone Apparatus Manufacturing|
415883,541720,Research and Development in the Social Sciences and Humanities,|325412|541720|,|Pharmaceutical Preparation Manufacturing|Research and Development in the Social Sciences and Humanities|
92457,311712,Fresh and Frozen Seafood Processing,|425110|311712|424420|425120|,|Business to Business Electronic Markets|Fresh and Frozen Seafood Processing|Packaged Frozen Food Merchant Wholesalers|Wholesale Trade Agents and Brokers|
92710,311920,Coffee and Tea Manufacturing,|311920|,|Coffee and Tea Manufacturing|
92907,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",|311411|,"|Frozen Fruit, Juice, and Vegetable Manufacturing|"
98565,551112,Offices of Other Holding Companies,|541870|561499|511199|561990|511130|511140|541910|551112|561439|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Publishers|All Other Support Services|Book Publishers|Database and Directory Publishers|Marketing Research and Public Opinion Polling|Offices of Other Holding Companies|Other Business Service Centers (including Copy Shops)|
96971,444220,Nursery and Garden Centers,|444220|444210|,|Nursery and Garden Centers|Outdoor Power Equipment Stores|
373438,481112,Scheduled Freight Air Transportation,|481112|481111|,|Scheduled Freight Air Transportation|Scheduled Passenger Air Transportation|
159459,315225,Men's and Boys' Cut and Sew Work Clothing Manufacturing,|315299|442210|315211|315223|315224|315225|315999|448210|442291|315239|315212|,"|All Other Cut and Sew Apparel Manufacturing|Floor Covering Stores|Men's and Boys' Cut and Sew Apparel Contractors|Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing|Men's and Boys' Cut and Sew Trouser, Slack, and Jean Manufacturing|Men's and Boys' Cut and Sew Work Clothing Manufacturing|Other Apparel Accessories and Other Apparel Manufacturing|Shoe Stores|Window Treatment Stores|Women's and Girls' Cut and Sew Other Outerwear Manufacturing|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|"
421967,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|325188|325998|325131|211112|,|All Other Basic Inorganic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Inorganic Dye and Pigment Manufacturing|Natural Gas Liquid Extraction|
308459,551112,Offices of Other Holding Companies,|446199|551112|,|All Other Health and Personal Care Stores|Offices of Other Holding Companies|
464911,525910,Open-End Investment Funds,|525910|,|Open-End Investment Funds|
39104,525910,Open-End Investment Funds,|525910|,|Open-End Investment Funds|
166590,111411,Mushroom Production,|311999|311423|111411|,|All Other Miscellaneous Food Manufacturing|Dried and Dehydrated Food Manufacturing|Mushroom Production|
374647,541611,Administrative Management and General Management Consulting Service,|541611|541612|541613|541614|,"|Administrative Management and General Management Consulting Service|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|Process, Physical Distribution, and Logistics Consulting Services|"
351687,622110,General Medical and Surgical Hospitals,|622110|,|General Medical and Surgical Hospitals|
50738,511110,Newspaper Publishers,|511110|511120|515120|,|Newspaper Publishers|Periodical Publishers|Television Broadcasting|
126069,327213,Glass Container Manufacturing,|327999|327213|327420|327112|,"|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing|Glass Container Manufacturing|Gypsum Product Manufacturing|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|"
472242,926110,Administration of General Economic Programs,|926110|,|Administration of General Economic Programs|
422870,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,|443120|334418|334220|443112|334210|,"|Computer and Software Stores|Printed Circuit Assembly (Electronic Assembly) Manufacturing|Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing|Radio, Television, and Other Electronics Stores|Telephone Apparatus Manufacturing|"
464653,325620,Toilet Preparation Manufacturing,|446120|446191|446110|325611|325620|,"|Cosmetics, Beauty Supplies, and Perfume Stores|Food (Health) Supplement Stores|Pharmacies and Drug Stores|Soap and Other Detergent Manufacturing|Toilet Preparation Manufacturing|"
331207,211111,Crude Petroleum and Natural Gas Extraction,|211111|211112|213112|,|Crude Petroleum and Natural Gas Extraction|Natural Gas Liquid Extraction|Support Activities for Oil and Gas Operations|
465115,481111,Scheduled Passenger Air Transportation,|481111|,|Scheduled Passenger Air Transportation|
464987,331524,Aluminum Foundries (except Die-Casting),|331521|331524|,|Aluminum Die-Casting Foundries|Aluminum Foundries (except Die-Casting)|
443983,811219,Other Electronic and Precision Equipment Repair and Maintenance,|517212|811213|811211|443111|811219|517211|517310|,|Cellular & Other Wireless Telecommunications|Communication Equipment Repair and Maintenance|Consumer Electronics Repair and Maintenance|Household Appliance Stores|Other Electronic and Precision Equipment Repair and Maintenance|Paging|Telecommunications Resellers|
83051,334417,Electronic Connector Manufacturing,|335931|334417|,|Current-Carrying Wiring Device Manufacturing|Electronic Connector Manufacturing|
92009,325611,Soap and Other Detergent Manufacturing,|325611|,|Soap and Other Detergent Manufacturing|
481437,334413,Semiconductor and Related Device Manufacturing,|334413|,|Semiconductor and Related Device Manufacturing|
483121,512220,Integrated Record Production/Distribution,|512220|334612|,"|Integrated Record Production/Distribution|Prerecorded Compact Disc (except Software), Tape, and Record Reproducing|"
144470,312112,Bottled Water Manufacturing,|445299|312112|,|All Other Specialty Food Stores|Bottled Water Manufacturing|
177158,425110,Business to Business Electronic Markets,|425110|423410|,|Business to Business Electronic Markets|Photographic Equipment and Supplies Merchant Wholesalers|
471829,454113,Mail-Order Houses,|454113|,|Mail-Order Houses|
20455,334516,Analytical Laboratory Instrument Manufacturing,|325199|325998|334516|339111|325510|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Analytical Laboratory Instrument Manufacturing|Laboratory Apparatus and Furniture Manufacturing|Paint and Coating Manufacturing|
13529,515112,Radio Stations,|515111|515112|,|Radio Networks|Radio Stations|
465097,442299,All Other Home Furnishings Stores,|442299|327112|,"|All Other Home Furnishings Stores|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|"
437648,441310,Automotive Parts and Accessories Stores,|441310|,|Automotive Parts and Accessories Stores|
288226,551111,Offices of Bank Holding Companies,|522110|551111|,|Commercial Banking|Offices of Bank Holding Companies|
94541,511120,Periodical Publishers,|511120|,|Periodical Publishers|
95043,336212,Truck Trailer Manufacturing,|336399|336312|336211|336340|336350|336322|336212|,|All Other Motor Vehicle Parts Manufacturing|Gasoline Engine and Engine Parts Manufacturing|Motor Vehicle Body Manufacturing|Motor Vehicle Brake System Manufacturing|Motor Vehicle Transmission and Power Train Parts Manufacturing|Other Motor Vehicle Electrical and Electronic Equipment Manufacturing|Truck Trailer Manufacturing|
188222,312120,Breweries,|312120|311942|,|Breweries|Spice and Extract Manufacturing|
479246,522210,Credit Card Issuing,|522298|522110|522291|522210|551111|522220|,|All Other Nondepository Credit Intermediation|Commercial Banking|Consumer Lending|Credit Card Issuing|Offices of Bank Holding Companies|Sales Financing|
481257,525930,Real Estate Investment Trusts,|525930|,|Real Estate Investment Trusts|
100063,333411,Air Purification Equipment Manufacturing,|333411|333412|,|Air Purification Equipment Manufacturing|Industrial and Commercial Fan and Blower Manufacturing|
260413,336111,Automobile Manufacturing,|336399|336111|336312|336992|336211|336340|336350|336322|,"|All Other Motor Vehicle Parts Manufacturing|Automobile Manufacturing|Gasoline Engine and Engine Parts Manufacturing|Military Armored Vehicle, Tank, and Tank Component Manufacturing|Motor Vehicle Body Manufacturing|Motor Vehicle Brake System Manufacturing|Motor Vehicle Transmission and Power Train Parts Manufacturing|Other Motor Vehicle Electrical and Electronic Equipment Manufacturing|"
482388,624110,Child and Youth Services,|624110|624190|,|Child and Youth Services|Other Individual and Family Services|
446171,335121,Residential Electric Lighting Fixture Manufacturing,|335122|424690|335129|335121|,"|Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing|Other Chemical and Allied Products Merchant Wholesalers|Other Lighting Equipment Manufacturing|Residential Electric Lighting Fixture Manufacturing|"
64270,325620,Toilet Preparation Manufacturing,|325199|325998|325510|325611|325620|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Paint and Coating Manufacturing|Soap and Other Detergent Manufacturing|Toilet Preparation Manufacturing|
421704,541611,Administrative Management and General Management Consulting Service,|541611|541612|541613|541614|,"|Administrative Management and General Management Consulting Service|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|Process, Physical Distribution, and Logistics Consulting Services|"
405318,511140,Database and Directory Publishers,|511199|511130|511140|,|All Other Publishers|Book Publishers|Database and Directory Publishers|
43211,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
115720,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
373746,541870,Advertising Material Distribution Services,|541870|541850|541890|,|Advertising Material Distribution Services|Display Advertising|Other Services Related to Advertising|
427987,311812,Commercial Bakeries,|311812|,|Commercial Bakeries|
199447,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",|446120|443111|443112|,"|Cosmetics, Beauty Supplies, and Perfume Stores|Household Appliance Stores|Radio, Television, and Other Electronics Stores|"
142453,337129,"Wood Television, Radio, and Sewing Machine Cabinet Manufacturing",|337129|,"|Wood Television, Radio, and Sewing Machine Cabinet Manufacturing|"
1899496,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",|446120|322291|,"|Cosmetics, Beauty Supplies, and Perfume Stores|Sanitary Paper Product Manufacturing|"
485599,541330,Engineering Services,|541330|,|Engineering Services|
329542,211111,Crude Petroleum and Natural Gas Extraction,|211111|,|Crude Petroleum and Natural Gas Extraction|
498332,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
498573,541611,Administrative Management and General Management Consulting Service,|541611|541870|561499|561990|541612|541613|561439|541614|,"|Administrative Management and General Management Consulting Service|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|Other Business Service Centers (including Copy Shops)|Process, Physical Distribution, and Logistics Consulting Services|"
498397,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
483931,315211,Men's and Boys' Cut and Sew Apparel Contractors,|448130|448150|315211|315228|315223|315222|448190|448120|315233|,"|Children's and Infants' Clothing Stores|Clothing Accessories Stores|Men's and Boys' Cut and Sew Apparel Contractors|Men's and Boys' Cut and Sew Other Outerwear Manufacturing|Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|Other Clothing Stores|Women's Clothing Stores|Women's and Girls' Cut and Sew Dress Manufacturing|"
510631,339111,Laboratory Apparatus and Furniture Manufacturing,|339111|,|Laboratory Apparatus and Furniture Manufacturing|
488721,522110,Commercial Banking,|522110|551111|522120|,|Commercial Banking|Offices of Bank Holding Companies|Savings Institutions|
193003,541611,Administrative Management and General Management Consulting Service,|541611|541512|541612|541613|541211|541219|541614|,"|Administrative Management and General Management Consulting Service|Computer Systems Design Services|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|Offices of Certified Public Accountants|Other Accounting Services|Process, Physical Distribution, and Logistics Consulting Services|"
98202,332322,Sheet Metal Work Manufacturing,|333120|332321|332439|333923|336510|332322|,"|Construction Machinery Manufacturing|Metal Window and Door Manufacturing|Other Metal Container Manufacturing|Overhead Traveling Crane, Hoist, and Monorail System Manufacturing|Railroad Rolling Stock Manufacturing|Sheet Metal Work Manufacturing|"
331797,237210,Land Subdivision,|237210|,|Land Subdivision|
324235,311421,Fruit and Vegetable Canning,|311421|,|Fruit and Vegetable Canning|
504854,511120,Periodical Publishers,|511120|,|Periodical Publishers|
1897642,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",|311411|,"|Frozen Fruit, Juice, and Vegetable Manufacturing|"
